trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.1, 'e': 0.07576618746999939}",20,13,13.623931900664617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.1, 'e': 0.07470546084541939}",20,10,21.81196580901993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.1, 'e': 0.07365958439358351}",25,11,28.06495057814701,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.1, 'e': 0.07262835021207334}",20,4,28.517315162367968,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.1, 'e': 0.07161155330910432}",25,15,18.096768335906347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.1, 'e': 0.07060899156277686}",20,12,15.380253985459076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.1, 'e': 0.06962046568089798}",30,12,7.8554408001578695,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
190,False,"{'a': 0.1, 'e': 0.06864577916136541}",30,19,21.35502747958724,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.1, 'e': 0.0676847382531063}",25,10,29.000277651803938,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.1, 'e': 0.0667371519175628}",30,13,9.958335368907694,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.1, 'e': 0.06580283179071693}",35,25,21.150266071056393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.1, 'e': 0.06488159214564689}",25,15,17.65821975326209,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.1, 'e': 0.06397324985560783}",25,20,10.081631686472942,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.1, 'e': 0.06307762435762931}",25,10,18.57138725571987,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.1, 'e': 0.062194537616622504}",30,18,21.699712583606118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.1, 'e': 0.06132381408998979}",30,24,13.720236088868491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.1, 'e': 0.06046528069272993}",20,5,10.333158931427839,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.1, 'e': 0.05961876676303171}",25,7,15.976645917828836,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.1, 'e': 0.058784104028349264}",20,0,33.302642934972084,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.1, 'e': 0.057961126571952376}",20,6,22.839030064231906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.1, 'e': 0.05714967079994504}",30,13,32.63953487877551,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.1, 'e': 0.056349575408745814}",20,9,18.36381541424362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.1, 'e': 0.05556068135302337}",25,16,20.025707539551654,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.1, 'e': 0.05478283181408104}",35,18,32.005395852510865,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.1, 'e': 0.05401587216868391}",25,14,22.212668654284943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.1, 'e': 0.05325964995832233}",30,9,30.065389696611078,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.1, 'e': 0.05251401485890582}",30,19,20.468005047774096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.1, 'e': 0.05177881865088114}",30,22,-31.6307301270059,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'a': 0.1, 'e': 0.051053915189768796}",30,8,30.914484343423428,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.1, 'e': 0.05033916037711204}",20,14,9.709380271462374,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.1, 'e': 0.049634412131832464}",20,6,11.800124971440177,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,13,21.591123374419833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,2,31.17171060939795,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",35,26,15.775249794428559,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,11,17.905896604191135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,13,34.445014746512335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,11,25.39843130006731,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,5,26.403602860890825,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,2,45.6569576992197,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,24.945060993325608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,13,20.827958664568694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,17,14.341662834839704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,8,26.456696800978175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,16,18.184226756258106,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,9,20.44021988362554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,18,10.635579362798971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,7,33.76941786145282,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,5,33.08850668504705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,11,27.996068023605876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,14,9.476479756049862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,2,32.16608659193087,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,8,43.21036542063095,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,12,22.685894543644487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,13,22.576529743568166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,16,15.268188741333157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,11,14.334926400617082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,14,10.312957841497187,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,3,28.778626458897097,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,15,10.521912780803936,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,7,31.856021426086315,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",30,15,27.0836477828496,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,13,24.484096499515726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,13,21.737526035020892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,0,31.204089380796688,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
